Smic31003 SmicGene31003	ko03010 Ribosome
Smic37225 SmicGene37225	ko00195 Photosynthesis
Smic7335 SmicGene7335	ko03010 Ribosome
Smic968 SmicGene968	ko05010 Alzheimer's disease;ko00190 Oxidative phosphorylation;ko05016 Huntington's disease;ko05012 Parkinson's disease
Smic15679 SmicGene15679	ko05416 Viral myocarditis
Smic45776 SmicGene45776	ko03040 Spliceosome
Smic2832 SmicGene2832	ko03320 PPAR signaling pathway;ko00120 Primary bile acid biosynthesis
Smic41164 SmicGene41164	ko00330 Arginine and proline metabolism
Smic39429 SmicGene39429	ko00623 2,4-Dichlorobenzoate degradation;ko00960 Tropane, piperidine and pyridine alkaloid biosynthesis
Smic20969 SmicGene20969	ko05213 Endometrial cancer;ko03320 PPAR signaling pathway;ko04960 Aldosterone-regulated sodium reabsorption;ko05215 Prostate cancer;ko04510 Focal adhesion;ko04150 mTOR signaling pathway;ko05223 Non-small cell lung cancer;ko04910 Insulin signaling pathway
Smic12601 SmicGene12601	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko00710 Carbon fixation in photosynthetic organisms;ko01070 Biosynthesis of plant hormones;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00010 Glycolysis / Gluconeogenesis;ko01061 Biosynthesis of phenylpropanoids;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic8318 SmicGene8318	ko04150 mTOR signaling pathway;ko03010 Ribosome;ko04910 Insulin signaling pathway
Smic5373 SmicGene5373	ko00270 Cysteine and methionine metabolism;ko00260 Glycine, serine and threonine metabolism;ko01070 Biosynthesis of plant hormones;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko00300 Lysine biosynthesis
Smic42164 SmicGene42164	ko00511 Other glycan degradation;ko04142 Lysosome
Smic33238 SmicGene33238	ko00910 Nitrogen metabolism
Smic36405 SmicGene36405	ko00330 Arginine and proline metabolism
Smic1699 SmicGene1699	ko05200 Pathways in cancer;ko05219 Bladder cancer
Smic8467 SmicGene8467	ko05416 Viral myocarditis
Smic29343 SmicGene29343	ko02010 ABC transporters
Smic20034 SmicGene20034	ko03018 RNA degradation
Smic1021 SmicGene1021	ko00030 Pentose phosphate pathway;ko00500 Starch and sucrose metabolism;ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00010 Glycolysis / Gluconeogenesis;ko01061 Biosynthesis of phenylpropanoids;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko00520 Amino sugar and nucleotide sugar metabolism;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic6600 SmicGene6600	ko02030 Bacterial chemotaxis;ko02020 Two-component system
Smic12522 SmicGene12522	ko03050 Proteasome
Smic39939 SmicGene39939	ko04730 Long-term depression;ko04740 Olfactory transduction;ko04540 Gap junction
Smic26022 SmicGene26022	ko03440 Homologous recombination
Smic6516 SmicGene6516	ko03010 Ribosome
Smic18498 SmicGene18498	ko00500 Starch and sucrose metabolism;ko00460 Cyanoamino acid metabolism;ko00940 Phenylpropanoid biosynthesis
Smic27809 SmicGene27809	ko00561 Glycerolipid metabolism
Smic26722 SmicGene26722	ko00052 Galactose metabolism
Smic12440 SmicGene12440	ko00983 Drug metabolism - other enzymes;ko00240 Pyrimidine metabolism
Smic21461 SmicGene21461	ko00830 Retinol metabolism
Smic16151 SmicGene16151	ko05016 Huntington's disease
Smic23280 SmicGene23280	ko03040 Spliceosome
Smic7778 SmicGene7778	ko03050 Proteasome
Smic38297 SmicGene38297	ko04626 Plant-pathogen interaction
Smic30756 SmicGene30756	ko05020 Prion diseases
Smic19580 SmicGene19580	ko00564 Glycerophospholipid metabolism
Smic24049 SmicGene24049	ko04612 Antigen processing and presentation;ko04142 Lysosome
Smic210 SmicGene210	ko00051 Fructose and mannose metabolism;ko00520 Amino sugar and nucleotide sugar metabolism
Smic30076 SmicGene30076	ko00500 Starch and sucrose metabolism;ko00052 Galactose metabolism;ko00040 Pentose and glucuronate interconversions;ko00520 Amino sugar and nucleotide sugar metabolism
Smic11578 SmicGene11578	ko04626 Plant-pathogen interaction
Smic29879 SmicGene29879	ko00906 Carotenoid biosynthesis;ko01070 Biosynthesis of plant hormones;ko01062 Biosynthesis of terpenoids and steroids
Smic25854 SmicGene25854	ko04120 Ubiquitin mediated proteolysis
Smic45930 SmicGene45930	ko00970 Aminoacyl-tRNA biosynthesis;ko00290 Valine, leucine and isoleucine biosynthesis
Smic40234 SmicGene40234	ko02010 ABC transporters
Smic34224 SmicGene34224	ko00860 Porphyrin and chlorophyll metabolism
Smic41408 SmicGene41408	ko03320 PPAR signaling pathway
Smic9309 SmicGene9309	ko04130 SNARE interactions in vesicular transport
Smic15656 SmicGene15656	ko03018 RNA degradation
Smic29647 SmicGene29647	ko00500 Starch and sucrose metabolism
Smic20385 SmicGene20385	ko03040 Spliceosome
Smic28791 SmicGene28791	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko04623 Cytosolic DNA-sensing pathway;ko03020 RNA polymerase
Smic38438 SmicGene38438	ko00195 Photosynthesis
Smic39834 SmicGene39834	ko03018 RNA degradation
Smic40041 SmicGene40041	ko00195 Photosynthesis
Smic41157 SmicGene41157	ko00030 Pentose phosphate pathway;ko00500 Starch and sucrose metabolism;ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00010 Glycolysis / Gluconeogenesis;ko01061 Biosynthesis of phenylpropanoids;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko00520 Amino sugar and nucleotide sugar metabolism;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic42965 SmicGene42965	ko00500 Starch and sucrose metabolism
Smic21280 SmicGene21280	ko05414 Dilated cardiomyopathy;ko05410 Hypertrophic cardiomyopathy (HCM)
Smic46486 SmicGene46486	ko01053 Biosynthesis of siderophore group nonribosomal peptides
Smic41949 SmicGene41949	ko00791 Atrazine degradation
Smic4693 SmicGene4693	ko04330 Notch signaling pathway
Smic41280 SmicGene41280	ko00623 2,4-Dichlorobenzoate degradation;ko00960 Tropane, piperidine and pyridine alkaloid biosynthesis
Smic40847 SmicGene40847	ko05130 Pathogenic Escherichia coli infection;ko04540 Gap junction
Smic2793 SmicGene2793	ko05010 Alzheimer's disease
Smic18098 SmicGene18098	ko00730 Thiamine metabolism
Smic7040 SmicGene7040	ko04270 Vascular smooth muscle contraction;ko04510 Focal adhesion;ko04114 Oocyte meiosis;ko04810 Regulation of actin cytoskeleton;ko04113 Meiosis - yeast;ko04720 Long-term potentiation;ko04910 Insulin signaling pathway
Smic28635 SmicGene28635	ko00330 Arginine and proline metabolism
Smic30051 SmicGene30051	ko04144 Endocytosis
Smic35915 SmicGene35915	ko00561 Glycerolipid metabolism;ko00052 Galactose metabolism;ko00600 Sphingolipid metabolism;ko00603 Glycosphingolipid biosynthesis - globo series
Smic24535 SmicGene24535	ko00030 Pentose phosphate pathway;ko00710 Carbon fixation in photosynthetic organisms;ko00040 Pentose and glucuronate interconversions
Smic8163 SmicGene8163	ko04115 p53 signaling pathway;ko04110 Cell cycle
Smic12359 SmicGene12359	ko05010 Alzheimer's disease;ko00190 Oxidative phosphorylation;ko05016 Huntington's disease;ko05012 Parkinson's disease
Smic6258 SmicGene6258	ko00230 Purine metabolism;ko04113 Meiosis - yeast
Smic20284 SmicGene20284	ko00350 Tyrosine metabolism
Smic32919 SmicGene32919	ko04260 Cardiac muscle contraction;ko05010 Alzheimer's disease;ko00190 Oxidative phosphorylation;ko05016 Huntington's disease;ko05012 Parkinson's disease
Smic2096 SmicGene2096	ko05120 Epithelial cell signaling in Helicobacter pylori infection;ko00190 Oxidative phosphorylation;ko04142 Lysosome;ko05110 Vibrio cholerae infection
Smic11979 SmicGene11979	ko03010 Ribosome
Smic46619 SmicGene46619	ko04621 NOD-like receptor signaling pathway;ko05120 Epithelial cell signaling in Helicobacter pylori infection
Smic21576 SmicGene21576	ko00330 Arginine and proline metabolism
Smic17252 SmicGene17252	ko00260 Glycine, serine and threonine metabolism
Smic17037 SmicGene17037	ko04626 Plant-pathogen interaction
Smic15317 SmicGene15317	ko00780 Biotin metabolism
Smic9053 SmicGene9053	ko04146 Peroxisome;ko04920 Adipocytokine signaling pathway;ko03320 PPAR signaling pathway;ko00071 Fatty acid metabolism
Smic24136 SmicGene24136	ko03040 Spliceosome;ko05322 Systemic lupus erythematosus
Smic7294 SmicGene7294	ko00270 Cysteine and methionine metabolism;ko00260 Glycine, serine and threonine metabolism;ko00300 Lysine biosynthesis
Smic12880 SmicGene12880	ko00363 Bisphenol A degradation;ko00624 1- and 2-Methylnaphthalene degradation
Smic11838 SmicGene11838	ko03040 Spliceosome;ko05322 Systemic lupus erythematosus
Smic23481 SmicGene23481	ko04144 Endocytosis
Smic40756 SmicGene40756	ko00564 Glycerophospholipid metabolism;ko00565 Ether lipid metabolism;ko00440 Phosphonate and phosphinate metabolism
Smic31573 SmicGene31573	ko00500 Starch and sucrose metabolism
Smic16754 SmicGene16754	ko00230 Purine metabolism;ko00480 Glutathione metabolism;ko00240 Pyrimidine metabolism
Smic9912 SmicGene9912	ko03320 PPAR signaling pathway;ko01040 Biosynthesis of unsaturated fatty acids
Smic28610 SmicGene28610	ko00330 Arginine and proline metabolism
Smic11499 SmicGene11499	ko04150 mTOR signaling pathway
Smic33378 SmicGene33378	ko00970 Aminoacyl-tRNA biosynthesis
Smic3987 SmicGene3987	ko04910 Insulin signaling pathway;ko04210 Apoptosis
Smic36888 SmicGene36888	ko04144 Endocytosis
Smic22885 SmicGene22885	ko00500 Starch and sucrose metabolism;ko00460 Cyanoamino acid metabolism;ko00940 Phenylpropanoid biosynthesis
Smic20422 SmicGene20422	ko00061 Fatty acid biosynthesis
Smic3019 SmicGene3019	ko03018 RNA degradation
Smic40883 SmicGene40883	ko00280 Valine, leucine and isoleucine degradation;ko00562 Inositol phosphate metabolism;ko00640 Propanoate metabolism
Smic16247 SmicGene16247	ko00450 Selenoamino acid metabolism;ko00626 Naphthalene and anthracene degradation;ko00350 Tyrosine metabolism;ko00340 Histidine metabolism
Smic27195 SmicGene27195	ko03010 Ribosome
Smic41886 SmicGene41886	ko00471 D-Glutamine and D-glutamate metabolism
Smic21759 SmicGene21759	ko00270 Cysteine and methionine metabolism
Smic19710.t2 SmicGene19710	ko04722 Neurotrophin signaling pathway
Smic6846 SmicGene6846	ko03018 RNA degradation
Smic41855 SmicGene41855	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko00710 Carbon fixation in photosynthetic organisms;ko01070 Biosynthesis of plant hormones;ko00020 Citrate cycle (TCA cycle);ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko01061 Biosynthesis of phenylpropanoids;ko00720 Reductive carboxylate cycle (CO2 fixation);ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko00620 Pyruvate metabolism;ko01062 Biosynthesis of terpenoids and steroids;ko00630 Glyoxylate and dicarboxylate metabolism;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic34867 SmicGene34867	ko00260 Glycine, serine and threonine metabolism
Smic45299 SmicGene45299	ko04144 Endocytosis
Smic47613 SmicGene47613	ko00270 Cysteine and methionine metabolism
Smic36431 SmicGene36431	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01061 Biosynthesis of phenylpropanoids;ko00260 Glycine, serine and threonine metabolism;ko01070 Biosynthesis of plant hormones;ko00400 Phenylalanine, tyrosine and tryptophan biosynthesis
Smic38267 SmicGene38267	ko00500 Starch and sucrose metabolism
Smic721 SmicGene721	ko04114 Oocyte meiosis;ko04110 Cell cycle;ko04350 TGF-beta signaling pathway;ko04310 Wnt signaling pathway;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Smic33073 SmicGene33073	ko00970 Aminoacyl-tRNA biosynthesis
Smic10041 SmicGene10041	ko00623 2,4-Dichlorobenzoate degradation;ko00960 Tropane, piperidine and pyridine alkaloid biosynthesis
Smic19589 SmicGene19589	ko04115 p53 signaling pathway;ko04114 Oocyte meiosis;ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04540 Gap junction
Smic42958 SmicGene42958	ko00500 Starch and sucrose metabolism
Smic20959 SmicGene20959	ko00983 Drug metabolism - other enzymes
Smic6164 SmicGene6164	ko00280 Valine, leucine and isoleucine degradation;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko00770 Pantothenate and CoA biosynthesis;ko00290 Valine, leucine and isoleucine biosynthesis
Smic41212 SmicGene41212	ko00020 Citrate cycle (TCA cycle);ko00620 Pyruvate metabolism
Smic28486 SmicGene28486	ko00240 Pyrimidine metabolism
Smic11015 SmicGene11015	ko00534 Heparan sulfate biosynthesis
Smic27194 SmicGene27194	ko04070 Phosphatidylinositol signaling system;ko00562 Inositol phosphate metabolism
Smic14928 SmicGene14928	ko03410 Base excision repair
Smic42114 SmicGene42114	ko00270 Cysteine and methionine metabolism
Smic21940 SmicGene21940	ko00330 Arginine and proline metabolism;ko00240 Pyrimidine metabolism
Smic20672 SmicGene20672	ko00750 Vitamin B6 metabolism
Smic44033 SmicGene44033	ko00970 Aminoacyl-tRNA biosynthesis;ko00290 Valine, leucine and isoleucine biosynthesis
Smic16030 SmicGene16030	ko00010 Glycolysis / Gluconeogenesis
Smic20828 SmicGene20828	ko00450 Selenoamino acid metabolism;ko00626 Naphthalene and anthracene degradation;ko00350 Tyrosine metabolism;ko00340 Histidine metabolism
Smic30669 SmicGene30669	ko00500 Starch and sucrose metabolism;ko00040 Pentose and glucuronate interconversions
Smic3555 SmicGene3555	ko03040 Spliceosome
Smic11590 SmicGene11590	ko00121 Secondary bile acid biosynthesis;ko00120 Primary bile acid biosynthesis
Smic11806 SmicGene11806	ko03010 Ribosome
Smic27403 SmicGene27403	ko05200 Pathways in cancer;ko05222 Small cell lung cancer;ko04111 Cell cycle - yeast
Smic38153 SmicGene38153	ko04730 Long-term depression;ko04740 Olfactory transduction;ko04540 Gap junction
Smic19399 SmicGene19399	ko03040 Spliceosome
Smic14352 SmicGene14352	ko04120 Ubiquitin mediated proteolysis
Smic13001 SmicGene13001	ko00980 Metabolism of xenobiotics by cytochrome P450;ko00480 Glutathione metabolism;ko00982 Drug metabolism - cytochrome P450
Smic36136 SmicGene36136	ko00910 Nitrogen metabolism
Smic42156 SmicGene42156	ko00965 Betalain biosynthesis;ko00350 Tyrosine metabolism;ko00140 Steroid hormone biosynthesis
Smic12020 SmicGene12020	ko04120 Ubiquitin mediated proteolysis
Smic38946 SmicGene38946	ko00680 Methane metabolism;ko00630 Glyoxylate and dicarboxylate metabolism
Smic10171 SmicGene10171	ko04115 p53 signaling pathway;ko04114 Oocyte meiosis;ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04540 Gap junction
Smic30398 SmicGene30398	ko00380 Tryptophan metabolism;ko00330 Arginine and proline metabolism;ko00260 Glycine, serine and threonine metabolism;ko00982 Drug metabolism - cytochrome P450;ko00350 Tyrosine metabolism;ko00340 Histidine metabolism;ko00950 Isoquinoline alkaloid biosynthesis;ko00360 Phenylalanine metabolism
Smic15653 SmicGene15653	ko05200 Pathways in cancer;ko05219 Bladder cancer
Smic38613 SmicGene38613	ko03010 Ribosome
Smic34522 SmicGene34522	ko04120 Ubiquitin mediated proteolysis
Smic18726 SmicGene18726	ko04626 Plant-pathogen interaction
Smic5272 SmicGene5272	ko00860 Porphyrin and chlorophyll metabolism
Smic37133 SmicGene37133	ko03040 Spliceosome
Smic2263 SmicGene2263	ko03010 Ribosome
Smic24910 SmicGene24910	ko03010 Ribosome
Smic18564 SmicGene18564	ko03440 Homologous recombination
Smic13765 SmicGene13765	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko00020 Citrate cycle (TCA cycle);ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko01061 Biosynthesis of phenylpropanoids;ko00720 Reductive carboxylate cycle (CO2 fixation);ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko00630 Glyoxylate and dicarboxylate metabolism;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic43656 SmicGene43656	ko00450 Selenoamino acid metabolism;ko00626 Naphthalene and anthracene degradation;ko00350 Tyrosine metabolism;ko00340 Histidine metabolism
Smic6003 SmicGene6003	ko04120 Ubiquitin mediated proteolysis
Smic2322 SmicGene2322	ko00627 1,4-Dichlorobenzene degradation
Smic14500 SmicGene14500	ko05130 Pathogenic Escherichia coli infection;ko04540 Gap junction
Smic21599 SmicGene21599	ko04114 Oocyte meiosis;ko04722 Neurotrophin signaling pathway;ko04110 Cell cycle
Smic3436 SmicGene3436	ko05016 Huntington's disease
Smic28087 SmicGene28087	ko04142 Lysosome
Smic29493 SmicGene29493	ko04020 Calcium signaling pathway
Smic13637 SmicGene13637	ko00520 Amino sugar and nucleotide sugar metabolism
Smic16401 SmicGene16401	ko02010 ABC transporters
Smic25869 SmicGene25869	ko00130 Ubiquinone and other terpenoid-quinone biosynthesis
Smic31904 SmicGene31904	ko04730 Long-term depression;ko04740 Olfactory transduction;ko04540 Gap junction
Smic26290 SmicGene26290	ko05216 Thyroid cancer;ko04912 GnRH signaling pathway;ko04722 Neurotrophin signaling pathway;ko04810 Regulation of actin cytoskeleton;ko04650 Natural killer cell mediated cytotoxicity;ko05219 Bladder cancer;ko04930 Type II diabetes mellitus;ko04320 Dorso-ventral axis formation;ko04666 Fc gamma R-mediated phagocytosis;ko05212 Pancreatic cancer;ko04270 Vascular smooth muscle contraction;ko05200 Pathways in cancer;ko04620 Toll-like receptor signaling pathway;ko04730 Long-term depression;ko04914 Progesterone-mediated oocyte maturation;ko05210 Colorectal cancer;ko05220 Chronic myeloid leukemia;ko05214 Glioma;ko04520 Adherens junction;ko05223 Non-small cell lung cancer;ko04916 Melanogenesis;ko04062 Chemokine signaling pathway;ko04510 Focal adhesion;ko04350 TGF-beta signaling pathway;ko04621 NOD-like receptor signaling pathway;ko04370 VEGF signaling pathway;ko04540 Gap junction;ko04960 Aldosterone-regulated sodium reabsorption;ko04013 MAPK signaling pathway - fly;ko05215 Prostate cancer;ko04114 Oocyte meiosis;ko05010 Alzheimer's disease;ko04360 Axon guidance;ko05020 Prion diseases;ko04720 Long-term potentiation;ko05211 Renal cell carcinoma;ko04660 T cell receptor signaling pathway;ko05218 Melanoma;ko04664 Fc epsilon RI signaling pathway;ko05213 Endometrial cancer;ko04662 B cell receptor signaling pathway;ko05221 Acute myeloid leukemia;ko04012 ErbB signaling pathway;ko04150 mTOR signaling pathway;ko04910 Insulin signaling pathway;ko04010 MAPK signaling pathway
Smic31277 SmicGene31277	ko04612 Antigen processing and presentation;ko04142 Lysosome
Smic36016 SmicGene36016	ko00473 D-Alanine metabolism;ko00550 Peptidoglycan biosynthesis
Smic21587 SmicGene21587	ko04730 Long-term depression;ko04740 Olfactory transduction;ko04540 Gap junction
Smic32268 SmicGene32268	ko00330 Arginine and proline metabolism
Smic1367 SmicGene1367	ko00230 Purine metabolism;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00670 One carbon pool by folate;ko01070 Biosynthesis of plant hormones
Smic28868 SmicGene28868	ko02010 ABC transporters
Smic23049 SmicGene23049	ko00330 Arginine and proline metabolism;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid
Smic27779 SmicGene27779	ko03430 Mismatch repair;ko03030 DNA replication;ko03440 Homologous recombination;ko03420 Nucleotide excision repair
Smic41391 SmicGene41391	ko03050 Proteasome
Smic39741 SmicGene39741	ko04722 Neurotrophin signaling pathway
Smic30546 SmicGene30546	ko00510 N-Glycan biosynthesis
Smic8890 SmicGene8890	ko02010 ABC transporters
Smic14786 SmicGene14786	ko01053 Biosynthesis of siderophore group nonribosomal peptides
Smic10037 SmicGene10037	ko00310 Lysine degradation;ko00930 Caprolactam degradation;ko00071 Fatty acid metabolism;ko00903 Limonene and pinene degradation;ko00280 Valine, leucine and isoleucine degradation;ko00380 Tryptophan metabolism;ko00632 Benzoate degradation via CoA ligation;ko00281 Geraniol degradation;ko00410 beta-Alanine metabolism;ko00640 Propanoate metabolism;ko00650 Butanoate metabolism
Smic17962 SmicGene17962	ko05200 Pathways in cancer;ko05222 Small cell lung cancer;ko04111 Cell cycle - yeast
Smic41553 SmicGene41553	ko00590 Arachidonic acid metabolism
Smic42151 SmicGene42151	ko04730 Long-term depression;ko04740 Olfactory transduction;ko04540 Gap junction
Smic18898 SmicGene18898	ko04146 Peroxisome
Smic32631 SmicGene32631	ko03420 Nucleotide excision repair;ko04120 Ubiquitin mediated proteolysis
Smic18963 SmicGene18963	ko04626 Plant-pathogen interaction
Smic35401 SmicGene35401	ko03320 PPAR signaling pathway
Smic38382 SmicGene38382	ko00520 Amino sugar and nucleotide sugar metabolism
Smic37715 SmicGene37715	ko05216 Thyroid cancer;ko04912 GnRH signaling pathway;ko04722 Neurotrophin signaling pathway;ko04810 Regulation of actin cytoskeleton;ko04650 Natural killer cell mediated cytotoxicity;ko05219 Bladder cancer;ko04930 Type II diabetes mellitus;ko04320 Dorso-ventral axis formation;ko04666 Fc gamma R-mediated phagocytosis;ko05212 Pancreatic cancer;ko04270 Vascular smooth muscle contraction;ko05200 Pathways in cancer;ko04620 Toll-like receptor signaling pathway;ko04730 Long-term depression;ko04914 Progesterone-mediated oocyte maturation;ko05210 Colorectal cancer;ko05220 Chronic myeloid leukemia;ko05214 Glioma;ko04520 Adherens junction;ko05223 Non-small cell lung cancer;ko04916 Melanogenesis;ko04062 Chemokine signaling pathway;ko04510 Focal adhesion;ko04350 TGF-beta signaling pathway;ko04621 NOD-like receptor signaling pathway;ko04370 VEGF signaling pathway;ko04540 Gap junction;ko04960 Aldosterone-regulated sodium reabsorption;ko04013 MAPK signaling pathway - fly;ko05215 Prostate cancer;ko04114 Oocyte meiosis;ko05010 Alzheimer's disease;ko04360 Axon guidance;ko05020 Prion diseases;ko04720 Long-term potentiation;ko05211 Renal cell carcinoma;ko04660 T cell receptor signaling pathway;ko05218 Melanoma;ko04664 Fc epsilon RI signaling pathway;ko05213 Endometrial cancer;ko04662 B cell receptor signaling pathway;ko05221 Acute myeloid leukemia;ko04012 ErbB signaling pathway;ko04150 mTOR signaling pathway;ko04910 Insulin signaling pathway;ko04010 MAPK signaling pathway
Smic22110 SmicGene22110	ko04144 Endocytosis
Smic16551 SmicGene16551	ko00030 Pentose phosphate pathway;ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko00710 Carbon fixation in photosynthetic organisms;ko01061 Biosynthesis of phenylpropanoids;ko01070 Biosynthesis of plant hormones;ko01051 Biosynthesis of ansamycins
Smic27211 SmicGene27211	ko03410 Base excision repair
Smic37586 SmicGene37586	ko03010 Ribosome
Smic341 SmicGene341	ko04114 Oocyte meiosis;ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04113 Meiosis - yeast;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Smic36993 SmicGene36993	ko00440 Phosphonate and phosphinate metabolism
Smic7084 SmicGene7084	ko00965 Betalain biosynthesis;ko00380 Tryptophan metabolism;ko00901 Indole alkaloid biosynthesis;ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko00350 Tyrosine metabolism;ko00340 Histidine metabolism;ko00950 Isoquinoline alkaloid biosynthesis;ko00360 Phenylalanine metabolism
Smic6686 SmicGene6686	ko05130 Pathogenic Escherichia coli infection;ko04540 Gap junction
Smic13427 SmicGene13427	ko03320 PPAR signaling pathway
Smic20852 SmicGene20852	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko00710 Carbon fixation in photosynthetic organisms;ko01070 Biosynthesis of plant hormones;ko00020 Citrate cycle (TCA cycle);ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko01061 Biosynthesis of phenylpropanoids;ko00720 Reductive carboxylate cycle (CO2 fixation);ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko00620 Pyruvate metabolism;ko01062 Biosynthesis of terpenoids and steroids;ko00630 Glyoxylate and dicarboxylate metabolism;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Smic26546 SmicGene26546	ko04010 MAPK signaling pathway
Smic21540 SmicGene21540	ko03040 Spliceosome
Smic10466 SmicGene10466	ko03018 RNA degradation
Smic28540 SmicGene28540	ko04340 Hedgehog signaling pathway;ko04912 GnRH signaling pathway;ko04020 Calcium signaling pathway;ko04742 Taste transduction;ko04540 Gap junction;ko04270 Vascular smooth muscle contraction;ko04114 Oocyte meiosis;ko05020 Prion diseases;ko04914 Progesterone-mediated oocyte maturation;ko04720 Long-term potentiation;ko04740 Olfactory transduction;ko04916 Melanogenesis;ko04113 Meiosis - yeast;ko04062 Chemokine signaling pathway;ko05414 Dilated cardiomyopathy;ko05110 Vibrio cholerae infection;ko04310 Wnt signaling pathway;ko04910 Insulin signaling pathway;ko04010 MAPK signaling pathway;ko04210 Apoptosis
Smic7253 SmicGene7253	ko00970 Aminoacyl-tRNA biosynthesis
Smic17199 SmicGene17199	ko04340 Hedgehog signaling pathway;ko05200 Pathways in cancer;ko05217 Basal cell carcinoma
Smic20721 SmicGene20721	ko03018 RNA degradation
Smic414 SmicGene414	ko03440 Homologous recombination
Smic16043 SmicGene16043	ko00051 Fructose and mannose metabolism
Smic5170 SmicGene5170	ko00440 Phosphonate and phosphinate metabolism
Smic39970 SmicGene39970	ko04070 Phosphatidylinositol signaling system;ko04810 Regulation of actin cytoskeleton;ko04144 Endocytosis;ko04666 Fc gamma R-mediated phagocytosis;ko00562 Inositol phosphate metabolism
Smic16156 SmicGene16156	ko00230 Purine metabolism
Smic31471 SmicGene31471	ko00500 Starch and sucrose metabolism
Smic31134 SmicGene31134	ko03010 Ribosome
Smic33246 SmicGene33246	ko00903 Limonene and pinene degradation;ko00626 Naphthalene and anthracene degradation;ko00945 Stilbenoid, diarylheptanoid and gingerol biosynthesis;ko00361 gamma-Hexachlorocyclohexane degradation
Smic18235 SmicGene18235	ko00051 Fructose and mannose metabolism
Smic14717 SmicGene14717	ko02010 ABC transporters
Smic3870 SmicGene3870	ko03018 RNA degradation
Smic7598 SmicGene7598	ko00480 Glutathione metabolism;ko00053 Ascorbate and aldarate metabolism
Smic5453 SmicGene5453	ko04626 Plant-pathogen interaction
Smic42652 SmicGene42652	ko00230 Purine metabolism;ko00760 Nicotinate and nicotinamide metabolism
Smic36222 SmicGene36222	ko00350 Tyrosine metabolism
Smic42559 SmicGene42559	ko03040 Spliceosome
Smic37013 SmicGene37013	ko00020 Citrate cycle (TCA cycle);ko00632 Benzoate degradation via CoA ligation;ko00190 Oxidative phosphorylation;ko01061 Biosynthesis of phenylpropanoids;ko00720 Reductive carboxylate cycle (CO2 fixation);ko00650 Butanoate metabolism;ko02020 Two-component system
Smic42978 SmicGene42978	ko03070 Bacterial secretion system;ko03060 Protein export
Smic21051 SmicGene21051	ko03040 Spliceosome
Smic2448 SmicGene2448	ko00903 Limonene and pinene degradation;ko00626 Naphthalene and anthracene degradation;ko00945 Stilbenoid, diarylheptanoid and gingerol biosynthesis;ko00361 gamma-Hexachlorocyclohexane degradation
