AIPGENE17792	ko00910 Nitrogen metabolism;ko00340 Histidine metabolism
AIPGENE10460	ko04270 Vascular smooth muscle contraction;ko04360 Axon guidance
AIPGENE24700	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
AIPGENE27639	ko04520 Adherens junction
AIPGENE20465	ko00480 Glutathione metabolism
AIPGENE28507	ko04514 Cell adhesion molecules (CAMs);ko05020 Prion diseases
AIPGENE19640	ko00980 Metabolism of xenobiotics by cytochrome P450;ko00010 Glycolysis / Gluconeogenesis;ko00982 Drug metabolism - cytochrome P450;ko00350 Tyrosine metabolism;ko00340 Histidine metabolism;ko00360 Phenylalanine metabolism
AIPGENE5994	ko04810 Regulation of actin cytoskeleton;ko05130 Pathogenic Escherichia coli infection;ko04666 Fc gamma R-mediated phagocytosis
AIPGENE17910	ko04010 MAPK signaling pathway
AIPGENE20987	ko03040 Spliceosome
AIPGENE3808	ko04020 Calcium signaling pathway;ko05016 Huntington's disease;ko05012 Parkinson's disease
AIPGENE27901	ko05130 Pathogenic Escherichia coli infection;ko04540 Gap junction
AIPGENE8346	ko05010 Alzheimer's disease;ko00190 Oxidative phosphorylation;ko05016 Huntington's disease;ko05012 Parkinson's disease
AIPGENE29145	ko04626 Plant-pathogen interaction
AIPGENE25192	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
AIPGENE14987	ko04080 Neuroactive ligand-receptor interaction
AIPGENE21297	ko04340 Hedgehog signaling pathway;ko05200 Pathways in cancer;ko05217 Basal cell carcinoma;ko04916 Melanogenesis;ko04310 Wnt signaling pathway
AIPGENE20570	ko04110 Cell cycle;ko04113 Meiosis - yeast;ko04111 Cell cycle - yeast
AIPGENE6581	ko04080 Neuroactive ligand-receptor interaction
AIPGENE11813	ko04070 Phosphatidylinositol signaling system;ko04020 Calcium signaling pathway;ko00562 Inositol phosphate metabolism
AIPGENE21722	ko04630 Jak-STAT signaling pathway
AIPGENE1086	ko04080 Neuroactive ligand-receptor interaction
AIPGENE16922	ko00051 Fructose and mannose metabolism;ko00030 Pentose phosphate pathway;ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00010 Glycolysis / Gluconeogenesis;ko01061 Biosynthesis of phenylpropanoids;ko00052 Galactose metabolism;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
AIPGENE27316	ko00250 Alanine, aspartate and glutamate metabolism;ko00910 Nitrogen metabolism
AIPGENE15765	ko00670 One carbon pool by folate
AIPGENE19333	ko04111 Cell cycle - yeast
AIPGENE29090	ko04320 Dorso-ventral axis formation;ko04330 Notch signaling pathway
AIPGENE13189	ko00250 Alanine, aspartate and glutamate metabolism;ko00340 Histidine metabolism
AIPGENE10177	ko03320 PPAR signaling pathway
AIPGENE19582	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
AIPGENE5664	ko04512 ECM-receptor interaction;ko04510 Focal adhesion;ko04350 TGF-beta signaling pathway
AIPGENE3752	ko05414 Dilated cardiomyopathy;ko05410 Hypertrophic cardiomyopathy (HCM)
AIPGENE6121	ko00512 O-Glycan biosynthesis
AIPGENE27568	ko00230 Purine metabolism;ko04914 Progesterone-mediated oocyte maturation;ko04910 Insulin signaling pathway
AIPGENE17246	ko00450 Selenoamino acid metabolism;ko00626 Naphthalene and anthracene degradation;ko00350 Tyrosine metabolism;ko00340 Histidine metabolism
AIPGENE4597	ko03018 RNA degradation
AIPGENE3415	ko05014 Amyotrophic lateral sclerosis (ALS)
AIPGENE25856	ko04510 Focal adhesion;ko04670 Leukocyte transendothelial migration
AIPGENE21821	ko00760 Nicotinate and nicotinamide metabolism
AIPGENE11151	ko03018 RNA degradation
AIPGENE14342	ko00510 N-Glycan biosynthesis
AIPGENE17332	ko04150 mTOR signaling pathway;ko04910 Insulin signaling pathway
AIPGENE24621	ko00051 Fructose and mannose metabolism;ko00363 Bisphenol A degradation;ko00625 Tetrachloroethene degradation;ko00591 Linoleic acid metabolism;ko00650 Butanoate metabolism
AIPGENE7194	ko00564 Glycerophospholipid metabolism;ko00565 Ether lipid metabolism;ko00561 Glycerolipid metabolism;ko00600 Sphingolipid metabolism;ko04666 Fc gamma R-mediated phagocytosis
AIPGENE17913	ko05016 Huntington's disease
AIPGENE18265	ko00230 Purine metabolism;ko00760 Nicotinate and nicotinamide metabolism
AIPGENE13182	ko04512 ECM-receptor interaction;ko04510 Focal adhesion;ko04350 TGF-beta signaling pathway
AIPGENE2719	ko00601 Glycosphingolipid biosynthesis - lacto and neolacto series
AIPGENE27343	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
AIPGENE19775	ko04080 Neuroactive ligand-receptor interaction
AIPGENE3845	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
AIPGENE24413	ko05010 Alzheimer's disease
AIPGENE13712	ko04621 NOD-like receptor signaling pathway
AIPGENE9917	ko05200 Pathways in cancer;ko04110 Cell cycle;ko05220 Chronic myeloid leukemia;ko05016 Huntington's disease;ko04330 Notch signaling pathway
AIPGENE10742	ko04080 Neuroactive ligand-receptor interaction
AIPGENE11887	ko00522 Biosynthesis of 12-, 14- and 16-membered macrolides
AIPGENE28710	ko00531 Glycosaminoglycan degradation;ko04142 Lysosome
AIPGENE1387	ko04111 Cell cycle - yeast
AIPGENE23952	ko05016 Huntington's disease
AIPGENE22496	ko00770 Pantothenate and CoA biosynthesis
AIPGENE9262	ko00260 Glycine, serine and threonine metabolism
AIPGENE23551	ko02010 ABC transporters
AIPGENE21309	ko05010 Alzheimer's disease;ko00190 Oxidative phosphorylation;ko05016 Huntington's disease;ko05012 Parkinson's disease
AIPGENE27384	ko04080 Neuroactive ligand-receptor interaction
AIPGENE8111	ko04146 Peroxisome;ko02010 ABC transporters
AIPGENE24108	ko04610 Complement and coagulation cascades
AIPGENE5181	ko04920 Adipocytokine signaling pathway;ko04150 mTOR signaling pathway;ko05410 Hypertrophic cardiomyopathy (HCM);ko04910 Insulin signaling pathway;ko04140 Regulation of autophagy
AIPGENE19455	ko04610 Complement and coagulation cascades
AIPGENE25525	ko00514 O-Mannosyl glycan biosynthesis
AIPGENE16056	ko05200 Pathways in cancer;ko05215 Prostate cancer;ko04810 Regulation of actin cytoskeleton;ko04144 Endocytosis;ko04010 MAPK signaling pathway
AIPGENE6577	ko04111 Cell cycle - yeast
AIPGENE8807	ko04512 ECM-receptor interaction;ko04510 Focal adhesion;ko04350 TGF-beta signaling pathway
AIPGENE796	ko00710 Carbon fixation in photosynthetic organisms
AIPGENE19095	ko00280 Valine, leucine and isoleucine degradation
AIPGENE14863	ko04070 Phosphatidylinositol signaling system;ko04912 GnRH signaling pathway;ko04722 Neurotrophin signaling pathway;ko04916 Melanogenesis;ko04020 Calcium signaling pathway;ko04626 Plant-pathogen interaction;ko04270 Vascular smooth muscle contraction;ko04114 Oocyte meiosis;ko05010 Alzheimer's disease;ko04720 Long-term potentiation;ko04740 Olfactory transduction;ko05214 Glioma;ko04910 Insulin signaling pathway
AIPGENE5047	ko04510 Focal adhesion;ko04060 Cytokine-cytokine receptor interaction;ko04144 Endocytosis
AIPGENE20961	ko00230 Purine metabolism;ko04115 p53 signaling pathway;ko00480 Glutathione metabolism;ko00240 Pyrimidine metabolism
AIPGENE12826	ko04612 Antigen processing and presentation;ko05340 Primary immunodeficiency
AIPGENE5373	ko04340 Hedgehog signaling pathway
AIPGENE4293	ko04120 Ubiquitin mediated proteolysis
AIPGENE7527	ko04650 Natural killer cell mediated cytotoxicity;ko04020 Calcium signaling pathway;ko04370 VEGF signaling pathway;ko05014 Amyotrophic lateral sclerosis (ALS);ko04662 B cell receptor signaling pathway;ko04114 Oocyte meiosis;ko05010 Alzheimer's disease;ko04360 Axon guidance;ko04720 Long-term potentiation;ko04660 T cell receptor signaling pathway;ko04310 Wnt signaling pathway;ko04210 Apoptosis;ko04010 MAPK signaling pathway
AIPGENE27322	ko00380 Tryptophan metabolism
AIPGENE28262	ko03420 Nucleotide excision repair;ko04120 Ubiquitin mediated proteolysis
AIPGENE24850	ko00130 Ubiquinone and other terpenoid-quinone biosynthesis
AIPGENE14696	ko04080 Neuroactive ligand-receptor interaction
AIPGENE8626	ko04610 Complement and coagulation cascades
AIPGENE22502	ko04260 Cardiac muscle contraction
AIPGENE22824	ko00760 Nicotinate and nicotinamide metabolism
AIPGENE17568	ko04340 Hedgehog signaling pathway;ko05200 Pathways in cancer;ko05217 Basal cell carcinoma;ko04916 Melanogenesis;ko04310 Wnt signaling pathway
AIPGENE29063	ko04530 Tight junction
AIPGENE13654	ko00604 Glycosphingolipid biosynthesis - ganglio series;ko00531 Glycosaminoglycan degradation;ko00511 Other glycan degradation;ko04142 Lysosome;ko00603 Glycosphingolipid biosynthesis - globo series;ko00520 Amino sugar and nucleotide sugar metabolism
AIPGENE13842	ko03040 Spliceosome
AIPGENE5557	ko05200 Pathways in cancer;ko04920 Adipocytokine signaling pathway;ko05222 Small cell lung cancer;ko04622 RIG-I-like receptor signaling pathway;ko04210 Apoptosis;ko04010 MAPK signaling pathway
AIPGENE24190	ko04270 Vascular smooth muscle contraction
AIPGENE7824	ko00500 Starch and sucrose metabolism;ko00052 Galactose metabolism
AIPGENE25417	ko04626 Plant-pathogen interaction
AIPGENE17012	ko04512 ECM-receptor interaction;ko05200 Pathways in cancer;ko04510 Focal adhesion;ko05222 Small cell lung cancer
AIPGENE6132	ko00511 Other glycan degradation;ko04142 Lysosome
AIPGENE11397	ko04070 Phosphatidylinositol signaling system;ko04810 Regulation of actin cytoskeleton;ko04144 Endocytosis;ko04666 Fc gamma R-mediated phagocytosis;ko00562 Inositol phosphate metabolism
AIPGENE22110	ko04146 Peroxisome;ko05020 Prion diseases;ko05014 Amyotrophic lateral sclerosis (ALS);ko05016 Huntington's disease
AIPGENE12982	ko04360 Axon guidance;ko04010 MAPK signaling pathway
AIPGENE241	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko03020 RNA polymerase
AIPGENE26442	ko00590 Arachidonic acid metabolism;ko00450 Selenoamino acid metabolism;ko00430 Taurine and hypotaurine metabolism;ko00480 Glutathione metabolism;ko00460 Cyanoamino acid metabolism
AIPGENE16615	ko04512 ECM-receptor interaction
AIPGENE2900	ko00830 Retinol metabolism
AIPGENE25765	ko00380 Tryptophan metabolism
AIPGENE9531	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
AIPGENE12755	ko03050 Proteasome
AIPGENE16037	ko03040 Spliceosome
AIPGENE5369	ko04612 Antigen processing and presentation;ko03050 Proteasome
AIPGENE20802	ko04360 Axon guidance
AIPGENE22256	ko04512 ECM-receptor interaction
AIPGENE24197	ko04020 Calcium signaling pathway
AIPGENE6322	ko00982 Drug metabolism - cytochrome P450
AIPGENE20514	ko05130 Pathogenic Escherichia coli infection;ko04540 Gap junction
AIPGENE4719	ko00620 Pyruvate metabolism
AIPGENE3068	ko04530 Tight junction;ko04010 MAPK signaling pathway
AIPGENE24668	ko00562 Inositol phosphate metabolism
AIPGENE20963	ko00983 Drug metabolism - other enzymes
AIPGENE1583	ko04330 Notch signaling pathway
AIPGENE19737	ko00910 Nitrogen metabolism
AIPGENE7320	ko04142 Lysosome
AIPGENE23403	ko03320 PPAR signaling pathway;ko05016 Huntington's disease
AIPGENE23066	ko00760 Nicotinate and nicotinamide metabolism
AIPGENE15685	ko00860 Porphyrin and chlorophyll metabolism
AIPGENE24256	ko03040 Spliceosome
AIPGENE15513	ko03040 Spliceosome
AIPGENE11370	ko00270 Cysteine and methionine metabolism;ko00450 Selenoamino acid metabolism
AIPGENE21855	ko04610 Complement and coagulation cascades
AIPGENE21135	ko04080 Neuroactive ligand-receptor interaction
AIPGENE24467	ko04910 Insulin signaling pathway;ko04210 Apoptosis
AIPGENE16129	ko04080 Neuroactive ligand-receptor interaction
AIPGENE12126	ko00310 Lysine degradation
AIPGENE408	ko00270 Cysteine and methionine metabolism;ko00450 Selenoamino acid metabolism;ko00920 Sulfur metabolism
AIPGENE3280	ko05216 Thyroid cancer;ko04912 GnRH signaling pathway;ko04722 Neurotrophin signaling pathway;ko04810 Regulation of actin cytoskeleton;ko04650 Natural killer cell mediated cytotoxicity;ko05219 Bladder cancer;ko04320 Dorso-ventral axis formation;ko04666 Fc gamma R-mediated phagocytosis;ko05212 Pancreatic cancer;ko04270 Vascular smooth muscle contraction;ko05200 Pathways in cancer;ko04620 Toll-like receptor signaling pathway;ko04730 Long-term depression;ko04914 Progesterone-mediated oocyte maturation;ko05210 Colorectal cancer;ko05220 Chronic myeloid leukemia;ko05214 Glioma;ko05223 Non-small cell lung cancer;ko04916 Melanogenesis;ko04062 Chemokine signaling pathway;ko04510 Focal adhesion;ko04626 Plant-pathogen interaction;ko04370 VEGF signaling pathway;ko04540 Gap junction;ko04013 MAPK signaling pathway - fly;ko05215 Prostate cancer;ko04114 Oocyte meiosis;ko05020 Prion diseases;ko05211 Renal cell carcinoma;ko04720 Long-term potentiation;ko04660 T cell receptor signaling pathway;ko05218 Melanoma;ko04664 Fc epsilon RI signaling pathway;ko05213 Endometrial cancer;ko04662 B cell receptor signaling pathway;ko05221 Acute myeloid leukemia;ko04012 ErbB signaling pathway;ko04910 Insulin signaling pathway;ko04010 MAPK signaling pathway
AIPGENE23451	ko04144 Endocytosis
AIPGENE8440	ko04512 ECM-receptor interaction;ko04514 Cell adhesion molecules (CAMs);ko05410 Hypertrophic cardiomyopathy (HCM);ko04810 Regulation of actin cytoskeleton;ko04640 Hematopoietic cell lineage;ko05412 Arrhythmogenic right ventricular cardiomyopathy (ARVC);ko04510 Focal adhesion;ko05200 Pathways in cancer;ko05414 Dilated cardiomyopathy;ko05222 Small cell lung cancer
AIPGENE22760	ko04510 Focal adhesion;ko04060 Cytokine-cytokine receptor interaction;ko04144 Endocytosis
AIPGENE9941	ko00830 Retinol metabolism
AIPGENE7352	ko04610 Complement and coagulation cascades
AIPGENE10434	ko04270 Vascular smooth muscle contraction;ko04360 Axon guidance
AIPGENE15044	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
AIPGENE9794	ko03040 Spliceosome
AIPGENE25034	ko04512 ECM-receptor interaction
AIPGENE22122	ko00260 Glycine, serine and threonine metabolism
AIPGENE26623	ko03010 Ribosome
AIPGENE9788	ko00592 alpha-Linolenic acid metabolism;ko04912 GnRH signaling pathway;ko00565 Ether lipid metabolism;ko04370 VEGF signaling pathway;ko00564 Glycerophospholipid metabolism;ko00590 Arachidonic acid metabolism;ko04270 Vascular smooth muscle contraction;ko04730 Long-term depression;ko00591 Linoleic acid metabolism;ko04664 Fc epsilon RI signaling pathway;ko04010 MAPK signaling pathway
AIPGENE12688	ko00260 Glycine, serine and threonine metabolism
AIPGENE4754	ko04510 Focal adhesion;ko05213 Endometrial cancer;ko03320 PPAR signaling pathway
AIPGENE7879	ko04610 Complement and coagulation cascades
AIPGENE17427	ko05200 Pathways in cancer;ko04110 Cell cycle;ko05210 Colorectal cancer;ko04520 Adherens junction;ko04350 TGF-beta signaling pathway;ko04310 Wnt signaling pathway;ko05212 Pancreatic cancer
AIPGENE15129	ko04144 Endocytosis
AIPGENE5784	ko04144 Endocytosis
AIPGENE24594	ko03060 Protein export
AIPGENE14323	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
AIPGENE20690	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
AIPGENE416	ko04144 Endocytosis
AIPGENE26000	ko00760 Nicotinate and nicotinamide metabolism
AIPGENE6100	ko04360 Axon guidance
AIPGENE24130	ko04320 Dorso-ventral axis formation;ko04330 Notch signaling pathway
AIPGENE16175	ko04120 Ubiquitin mediated proteolysis
AIPGENE27854	ko00564 Glycerophospholipid metabolism
AIPGENE12966	ko04510 Focal adhesion;ko04810 Regulation of actin cytoskeleton;ko04062 Chemokine signaling pathway;ko04670 Leukocyte transendothelial migration;ko04370 VEGF signaling pathway
AIPGENE19710	ko00910 Nitrogen metabolism
AIPGENE7384	ko00760 Nicotinate and nicotinamide metabolism
AIPGENE1029	ko04610 Complement and coagulation cascades
AIPGENE4197	ko04142 Lysosome
AIPGENE2431	ko04610 Complement and coagulation cascades
AIPGENE8512	ko00760 Nicotinate and nicotinamide metabolism
AIPGENE24576	ko04742 Taste transduction
AIPGENE10519	ko04514 Cell adhesion molecules (CAMs);ko05020 Prion diseases
AIPGENE10913	ko00310 Lysine degradation
AIPGENE19171	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01061 Biosynthesis of phenylpropanoids;ko01070 Biosynthesis of plant hormones;ko00400 Phenylalanine, tyrosine and tryptophan biosynthesis
AIPGENE28480	ko04621 NOD-like receptor signaling pathway
AIPGENE1484	ko00830 Retinol metabolism;ko00980 Metabolism of xenobiotics by cytochrome P450;ko00983 Drug metabolism - other enzymes;ko00982 Drug metabolism - cytochrome P450;ko00591 Linoleic acid metabolism;ko00361 gamma-Hexachlorocyclohexane degradation;ko00140 Steroid hormone biosynthesis
AIPGENE2627	ko00310 Lysine degradation
AIPGENE8241	ko04310 Wnt signaling pathway
AIPGENE26583	ko03018 RNA degradation
AIPGENE17251	ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko00760 Nicotinate and nicotinamide metabolism
AIPGENE2801	ko04742 Taste transduction
AIPGENE4045	ko00564 Glycerophospholipid metabolism
AIPGENE14568	ko04810 Regulation of actin cytoskeleton;ko04062 Chemokine signaling pathway;ko04670 Leukocyte transendothelial migration;ko04370 VEGF signaling pathway;ko04012 ErbB signaling pathway;ko04510 Focal adhesion;ko05200 Pathways in cancer;ko05222 Small cell lung cancer;ko04360 Axon guidance
AIPGENE7284	ko05200 Pathways in cancer;ko05215 Prostate cancer;ko04910 Insulin signaling pathway
AIPGENE8094	ko04530 Tight junction;ko05130 Pathogenic Escherichia coli infection
AIPGENE14760	ko04111 Cell cycle - yeast
AIPGENE12099	ko04920 Adipocytokine signaling pathway;ko04930 Type II diabetes mellitus;ko05221 Acute myeloid leukemia;ko05215 Prostate cancer;ko04012 ErbB signaling pathway;ko05200 Pathways in cancer;ko04150 mTOR signaling pathway;ko05214 Glioma;ko04910 Insulin signaling pathway
AIPGENE2687	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
AIPGENE25065	ko04150 mTOR signaling pathway
AIPGENE1820	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism
AIPGENE28615	ko00760 Nicotinate and nicotinamide metabolism
AIPGENE23241	ko04742 Taste transduction
AIPGENE9116	ko00564 Glycerophospholipid metabolism;ko04142 Lysosome
AIPGENE11957	ko04080 Neuroactive ligand-receptor interaction
AIPGENE27267	ko04142 Lysosome
AIPGENE22547	ko05414 Dilated cardiomyopathy;ko05410 Hypertrophic cardiomyopathy (HCM)
AIPGENE27260	ko04062 Chemokine signaling pathway;ko04144 Endocytosis
AIPGENE28048	ko00270 Cysteine and methionine metabolism;ko00260 Glycine, serine and threonine metabolism
AIPGENE22041	ko00622 Toluene and xylene degradation;ko00362 Benzoate degradation via hydroxylation
AIPGENE3063	ko05322 Systemic lupus erythematosus
AIPGENE8207	ko04144 Endocytosis
AIPGENE17007	ko05012 Parkinson's disease;ko04120 Ubiquitin mediated proteolysis
AIPGENE24929	ko00240 Pyrimidine metabolism
AIPGENE22540	ko04630 Jak-STAT signaling pathway;ko04144 Endocytosis;ko04012 ErbB signaling pathway;ko05200 Pathways in cancer;ko05220 Chronic myeloid leukemia;ko04660 T cell receptor signaling pathway;ko04120 Ubiquitin mediated proteolysis;ko04910 Insulin signaling pathway
AIPGENE21174	ko00760 Nicotinate and nicotinamide metabolism
AIPGENE16206	ko04514 Cell adhesion molecules (CAMs);ko04520 Adherens junction;ko04910 Insulin signaling pathway
AIPGENE25090	ko02010 ABC transporters
AIPGENE18409	ko03040 Spliceosome
AIPGENE7203	ko04610 Complement and coagulation cascades
AIPGENE4182	ko03040 Spliceosome
AIPGENE11762	ko05012 Parkinson's disease
AIPGENE2666	ko00511 Other glycan degradation
AIPGENE16999	ko00980 Metabolism of xenobiotics by cytochrome P450;ko00480 Glutathione metabolism;ko00982 Drug metabolism - cytochrome P450
AIPGENE27413	ko04115 p53 signaling pathway
AIPGENE16842	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko00020 Citrate cycle (TCA cycle);ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00010 Glycolysis / Gluconeogenesis;ko01061 Biosynthesis of phenylpropanoids;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko00620 Pyruvate metabolism;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
AIPGENE7836	ko04120 Ubiquitin mediated proteolysis
AIPGENE21343	ko03010 Ribosome
AIPGENE9005	ko00330 Arginine and proline metabolism
AIPGENE23629	ko05012 Parkinson's disease
AIPGENE27709	ko04142 Lysosome
AIPGENE10230	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
AIPGENE251	ko04144 Endocytosis
AIPGENE22475	ko05410 Hypertrophic cardiomyopathy (HCM);ko04614 Renin-angiotensin system
AIPGENE26813	ko00280 Valine, leucine and isoleucine degradation;ko00562 Inositol phosphate metabolism;ko00640 Propanoate metabolism
AIPGENE28637	ko04020 Calcium signaling pathway;ko05016 Huntington's disease;ko05012 Parkinson's disease
AIPGENE170	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko04623 Cytosolic DNA-sensing pathway;ko03020 RNA polymerase
AIPGENE17864	ko04146 Peroxisome;ko00330 Arginine and proline metabolism;ko00260 Glycine, serine and threonine metabolism;ko00472 D-Arginine and D-ornithine metabolism;ko00311 Penicillin and cephalosporin biosynthesis
AIPGENE27748	ko04080 Neuroactive ligand-receptor interaction
AIPGENE20664	ko05016 Huntington's disease
AIPGENE24269	ko05200 Pathways in cancer;ko03430 Mismatch repair;ko05213 Endometrial cancer;ko05210 Colorectal cancer
AIPGENE19192	ko04310 Wnt signaling pathway
AIPGENE18988	ko03040 Spliceosome;ko05322 Systemic lupus erythematosus
AIPGENE13349	ko00590 Arachidonic acid metabolism
AIPGENE13884	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
AIPGENE25739	ko03320 PPAR signaling pathway;ko04520 Adherens junction;ko04910 Insulin signaling pathway
AIPGENE4133	ko04610 Complement and coagulation cascades
AIPGENE21636	ko00510 N-Glycan biosynthesis
AIPGENE20274	ko04270 Vascular smooth muscle contraction
AIPGENE8905	ko04010 MAPK signaling pathway
AIPGENE1976	ko04115 p53 signaling pathway
AIPGENE23319	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle
AIPGENE13477	ko03440 Homologous recombination
AIPGENE16796	ko00760 Nicotinate and nicotinamide metabolism
AIPGENE27927	ko04621 NOD-like receptor signaling pathway
AIPGENE15016	ko00250 Alanine, aspartate and glutamate metabolism;ko00260 Glycine, serine and threonine metabolism
AIPGENE23573	ko04144 Endocytosis;ko04120 Ubiquitin mediated proteolysis
AIPGENE3972	ko00230 Purine metabolism;ko04113 Meiosis - yeast
AIPGENE3784	ko04630 Jak-STAT signaling pathway;ko05200 Pathways in cancer;ko05222 Small cell lung cancer;ko04120 Ubiquitin mediated proteolysis
AIPGENE11671	ko04623 Cytosolic DNA-sensing pathway
AIPGENE15331	ko00230 Purine metabolism;ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00670 One carbon pool by folate;ko01070 Biosynthesis of plant hormones
AIPGENE24698	ko05120 Epithelial cell signaling in Helicobacter pylori infection;ko05010 Alzheimer's disease;ko04330 Notch signaling pathway
AIPGENE707	ko04070 Phosphatidylinositol signaling system;ko00562 Inositol phosphate metabolism;ko00521 Streptomycin biosynthesis
AIPGENE19592	ko05200 Pathways in cancer;ko05222 Small cell lung cancer;ko04111 Cell cycle - yeast
AIPGENE17492	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism
AIPGENE9221	ko04621 NOD-like receptor signaling pathway;ko05120 Epithelial cell signaling in Helicobacter pylori infection
AIPGENE23212	ko00030 Pentose phosphate pathway
AIPGENE27657	ko04510 Focal adhesion;ko04810 Regulation of actin cytoskeleton
AIPGENE1306	ko04012 ErbB signaling pathway;ko04150 mTOR signaling pathway;ko04350 TGF-beta signaling pathway;ko04666 Fc gamma R-mediated phagocytosis;ko04910 Insulin signaling pathway;ko05221 Acute myeloid leukemia
AIPGENE14951	ko04360 Axon guidance
AIPGENE2363	ko04610 Complement and coagulation cascades
AIPGENE20669	ko00510 N-Glycan biosynthesis;ko00533 Keratan sulfate biosynthesis
AIPGENE27662	ko04510 Focal adhesion;ko04670 Leukocyte transendothelial migration
AIPGENE21953	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
AIPGENE19390	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
AIPGENE26077	ko00250 Alanine, aspartate and glutamate metabolism;ko00910 Nitrogen metabolism
AIPGENE16499	ko00980 Metabolism of xenobiotics by cytochrome P450;ko00480 Glutathione metabolism;ko00982 Drug metabolism - cytochrome P450
AIPGENE3697	ko00450 Selenoamino acid metabolism;ko00970 Aminoacyl-tRNA biosynthesis
AIPGENE19317	ko05120 Epithelial cell signaling in Helicobacter pylori infection;ko00190 Oxidative phosphorylation;ko05110 Vibrio cholerae infection
AIPGENE13028	ko03410 Base excision repair
AIPGENE24962	ko04070 Phosphatidylinositol signaling system;ko04020 Calcium signaling pathway;ko00562 Inositol phosphate metabolism
AIPGENE15881	ko00590 Arachidonic acid metabolism;ko05200 Pathways in cancer;ko05222 Small cell lung cancer;ko04370 VEGF signaling pathway
AIPGENE5760	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
AIPGENE25607	ko04340 Hedgehog signaling pathway
AIPGENE15226	ko00590 Arachidonic acid metabolism
AIPGENE1197	ko04612 Antigen processing and presentation
AIPGENE6930	ko00510 N-Glycan biosynthesis
AIPGENE455	ko05020 Prion diseases
AIPGENE2921	ko04742 Taste transduction
AIPGENE25961	ko04080 Neuroactive ligand-receptor interaction
AIPGENE16641	ko03440 Homologous recombination
AIPGENE395	ko04144 Endocytosis
AIPGENE23046	ko03450 Non-homologous end-joining
AIPGENE27438	ko04711 Circadian rhythm - fly;ko04710 Circadian rhythm - mammal
AIPGENE21319	ko04140 Regulation of autophagy
AIPGENE23057	ko04146 Peroxisome;ko00071 Fatty acid metabolism
AIPGENE14298	ko03040 Spliceosome
AIPGENE16822	ko04360 Axon guidance
AIPGENE23752	ko03010 Ribosome
AIPGENE20836	ko04810 Regulation of actin cytoskeleton;ko04062 Chemokine signaling pathway;ko05130 Pathogenic Escherichia coli infection;ko04520 Adherens junction;ko04666 Fc gamma R-mediated phagocytosis
AIPGENE8519	ko04144 Endocytosis
AIPGENE18184	ko03410 Base excision repair;ko03430 Mismatch repair;ko03030 DNA replication;ko04110 Cell cycle;ko03420 Nucleotide excision repair
AIPGENE3968	ko00230 Purine metabolism;ko04113 Meiosis - yeast
AIPGENE4465	ko05200 Pathways in cancer;ko05215 Prostate cancer;ko04810 Regulation of actin cytoskeleton;ko05218 Melanoma;ko04520 Adherens junction;ko04010 MAPK signaling pathway
AIPGENE22235	ko03018 RNA degradation
